BIOM301 18 0 0105 28 07075 |C. Hakenkamp|
BIOM301 23 0 0106 28 07076 |C. Hakenkamp|
BIOM602 0 16 0101 25 07086 |B. Momen|
BIOM602 0 7 0102 25 07087 |B. Momen|
BMGT110 16 0 0101 225 07226 |H. Frank|
BMGT202 0 18 0101 36 07253 |D. Riley|
BMGT220 0 0 0101 31 07263 |P. Basu|
BMGT220 0 18 0102 31 07264 |P. Basu|
BMGT220 0 7 0103 31 07265 |P. Basu|
BMGT220 0 0 0104 31 07266 |P. Basu|
BMGT220 0 0 0105 31 07267 |P. Basu|
BMGT220 0 4 0106 31 07268 |P. Basu|
BMGT220 0 0 0201 31 07269 |P. Basu|
BMGT220 0 4 0202 31 07270 |P. Basu|
BMGT220 0 12 0203 31 07271 |P. Basu|
BMGT220 0 0 0204 31 07272 |P. Basu|
BMGT220 0 0 0205 31 07273 |P. Basu|
BMGT220 0 0 0206 31 07274 |P. Basu|
BMGT220H 4 0 0101 35 07284 |C. Linsley|
BMGT221 0 5 0101 36 07295 |G. Pfeiffer|
BMGT221 0 15 0102 36 07296 |G. Pfeiffer|
BMGT221 0 13 0103 36 07297 |G. Pfeiffer|
BMGT221 0 7 0104 36 07298 |G. Pfeiffer|
BMGT221 0 4 0105 36 07299 |G. Pfeiffer|
BMGT221 0 13 0106 36 07300 |G. Pfeiffer|
BMGT221 0 0 0201 36 07301 |G. Pfeiffer|
BMGT221 0 5 0202 36 07302 |G. Pfeiffer|
BMGT221 0 5 0203 36 07303 |G. Pfeiffer|
BMGT221 0 1 0204 36 07304 |G. Pfeiffer|
BMGT221 0 0 0205 36 07305 |G. Pfeiffer|
BMGT221 0 2 0206 36 07306 |G. Pfeiffer|
BMGT221 0 0 0301 36 07307 |G. Pfeiffer|
BMGT221 0 3 0302 36 07308 |G. Pfeiffer|
BMGT221 0 2 0303 36 07309 |G. Pfeiffer|
BMGT221 0 0 0304 36 07310 |G. Pfeiffer|
BMGT221 1 0 0305 36 07311 |G. Pfeiffer|
BMGT221 0 0 0306 36 07312 |G. Pfeiffer|
BMGT221H 2 0 0101 35 07322 |C. Linsley|
BMGT230 3 0 0101 28 07332 |R. Lazar|
BMGT230 3 0 0102 28 07333 |R. Lazar|
BMGT230 3 0 0103 15 07334 |R. Lazar|
BMGT230 5 0 0104 15 07335 |R. Lazar|
BMGT230 4 0 0105 15 07336 |R. Lazar|
BMGT230 5 0 0106 15 07337 |R. Lazar|
BMGT230 4 0 0107 15 07338 |R. Lazar|
BMGT230 3 0 0201 28 07339 |R. Lazar|
BMGT230 4 0 0202 15 07340 |R. Lazar|
BMGT230 7 0 0203 15 07341 |R. Lazar|
BMGT230 7 0 0204 15 07342 |R. Lazar|
BMGT230 8 0 0205 15 07343 |R. Lazar|
BMGT230 7 0 0206 15 07344 |R. Lazar|
BMGT230 6 0 0207 15 07345 |R. Lazar|
BMGT230 4 0 0301 15 07346 |R. Lazar|
BMGT230 4 0 0302 15 07347 |R. Lazar|
BMGT230 8 0 0303 28 07348 |R. Lazar|
BMGT230 4 0 0304 15 07349 |R. Lazar|
BMGT230 9 0 0305 15 07350 |R. Lazar|
BMGT230 4 0 0306 15 07351 |R. Lazar|
BMGT230 9 0 0307 28 07352 |R. Lazar|
BMGT230B 0 10 0103 13 07363 |R. Lazar|
BMGT230B 0 2 0105 13 07364 |R. Lazar|
BMGT230B 0 10 0106 13 07365 |R. Lazar|
BMGT230B 0 9 0107 13 07366 |R. Lazar|
BMGT230B 0 0 0202 13 07367 |R. Lazar|
BMGT230B 0 0 0204 13 07368 |R. Lazar|
BMGT230B 1 0 0205 13 07369 |R. Lazar|
BMGT230B 1 0 0206 13 07370 |R. Lazar|
BMGT230B 0 8 0301 13 07371 |R. Lazar|
BMGT230B 0 6 0302 13 07372 |R. Lazar|
BMGT230B 0 0 0304 13 07373 |R. Lazar|
BMGT230B 1 0 0305 13 07374 |R. Lazar|
